"","Org.name","Org.code","Number.to.whom.case.finding.is.applied","Number.of.emergency.admissions","Percentage.to.whom.case.finding.is.applied","Number.who.had.a.diagnostic.assessment","Number.with.positive.case.finding.question","Percentage.with.a..diagnostic.assessment","Number.of.cases.referred","Number.with.a.positive.or.inconclusive.diagnostic.assessment","Percentage.of.cases.referred","month","url","revised"
"3740","EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST","RVR","299","360","83%","86","90","96%","22","27","81%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3741","GEORGE ELIOT HOSPITAL NHS TRUST","RLT","165","175","94%","42","42","100%","1","1","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3742","HINCHINGBROOKE HEALTH CARE NHS TRUST","RQQ","179","179","100%","30","30","100%","20","20","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3743","HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST","RWA","482","533","90%","41","45","91%","34","35","97%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3744","IMPERIAL COLLEGE HEALTHCARE NHS TRUST","RYJ","287","316","91%","153","158","97%","24","27","89%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3745","IPSWICH HOSPITAL NHS TRUST","RGQ","421","421","100%","46","48","96%","34","34","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3746","ISLE OF WIGHT NHS TRUST","R1F","NIL RETURN","NIL RETURN","-","NIL RETURN","NIL RETURN","-","NIL RETURN","NIL RETURN","-"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3747","LEEDS TEACHING HOSPITALS NHS TRUST","RR8","632","633","100%","23","23","100%","23","23","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3748","LEWISHAM AND GREENWICH NHS TRUST","RJ2","608","608","100%","103","103","100%","96","96","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3749","LONDON NORTHWEST HEALTHCARE NHS TRUST","R1K","570","585","97%","115","115","100%","21","25","84%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3750","MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST","RWF","519","519","100%","96","97","99%","53","54","98%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3751","MID ESSEX HOSPITAL SERVICES NHS TRUST","RQ8","337","399","84%","1","48","2%","0","0","-"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3752","MID YORKSHIRE HOSPITALS NHS TRUST","RXF","289","302","96%","60","60","100%","46","50","92%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3753","NORTH BRISTOL NHS TRUST","RVJ","642","667","96%","26","27","96%","26","26","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3754","NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST","RNL","259","464","56%","135","156","87%","1","4","25%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3755","NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST","RAP","589","650","91%","306","332","92%","0","0","-"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3756","NORTHAMPTON GENERAL HOSPITAL NHS TRUST","RNS","319","337","95%","34","34","100%","8","8","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3757","NORTHERN DEVON HEALTHCARE NHS TRUST","RBZ","105","270","39%","8","16","50%","8","8","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3758","NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST","RX1","1066","1161","92%","133","133","100%","102","102","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3759","PENNINE ACUTE HOSPITALS NHS TRUST","RW6","427","464","92%","30","37","81%","18","18","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3760","PLYMOUTH HOSPITALS NHS TRUST","RK9","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3761","PORTSMOUTH HOSPITALS NHS TRUST","RHU","401","428","94%","70","70","100%","23","38","61%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3762","ROYAL CORNWALL HOSPITALS NHS TRUST","REF","394","396","99%","36","36","100%","27","27","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3763","ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST","RQ6","423","435","97%","11","11","100%","10","10","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3764","ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST","RAN","2","2","100%","1","2","50%","0","0","-"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3765","SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST","RXK","148","153","97%","34","34","100%","14","18","78%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3766","SHREWSBURY AND TELFORD HOSPITAL NHS TRUST","RXW","500","533","94%","50","50","100%","16","16","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3767","SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST","RVY","111","350","32%","3","3","100%","0","3","0%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3768","ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST","RBN","347","379","92%","59","63","94%","13","14","93%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3769","SURREY AND SUSSEX HEALTHCARE NHS TRUST","RTP","598","679","88%","37","41","90%","37","37","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3770","THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST","RQW","256","273","94%","123","123","100%","50","53","94%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3771","THE ROYAL WOLVERHAMPTON NHS TRUST","RL4","447","449","100%","17","17","100%","16","16","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3772","THE WHITTINGTON HOSPITAL NHS TRUST","RKE","181","185","98%","38","39","97%","26","26","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3773","UNITED LINCOLNSHIRE HOSPITALS NHS TRUST","RWD","771","1079","71%","163","188","87%","6","54","11%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3774","UNIVERSITY HOSPITALS OF NORTH MIDLANDS","RJE","769","863","89%","113","122","93%","26","36","72%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3775","UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST","RKB","458","490","93%","76","76","100%","73","73","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3776","UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","RWE","897","974","92%","229","239","96%","72","72","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3777","WALSALL HEALTHCARE NHS TRUST","RBK","340","369","92%","52","56","93%","5","7","71%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3778","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","RWG","523","534","98%","24","25","96%","9","9","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3779","WESTON AREA HEALTH NHS TRUST","RA3","NIL RETURN","NIL RETURN","-","NIL RETURN","NIL RETURN","-","NIL RETURN","NIL RETURN","-"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3780","WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST","RWP","684","734","93%","188","199","94%","94","94","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3781","WYE VALLEY NHS TRUST","RLQ","154","169","91%","1","1","100%","1","1","100%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3782","","Total "," 21,016 "," 23,257 ","90.4%"," 3,461 "," 3,675 ","94.2%"," 1,508 "," 1,634 ","92.3%"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3783","","","","","","","","","","",""," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3784","","","","","","","","","","",""," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3785","","","","","","","","","","",""," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3786","","","","","","","","","","",""," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3787","","","","","","","","","","",""," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3788","","","","","","","","","","",""," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3789","","","","","","","","","","",""," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3790","","","","","","","","","","",""," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3791","","","","","","","","","","",""," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3792","","","","","","","","","","","`"," May 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3793","AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","REM","317","368","86%","36","37","97%","8","8","100%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3794","AIREDALE NHS FOUNDATION TRUST","RCF","221","235","94%","43","43","100%","0","0","-"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3795","ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST","RTK","236","471","50%","39","39","100%","20","20","100%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3796","BARNSLEY HOSPITAL NHS FOUNDATION TRUST","RFF","233","252","92%","43","43","100%","6","6","100%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3797","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RDD","480","504","95%","480","504","95%","35","35","100%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3798","BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST","RLU","NIL RETURN","NIL RETURN","-","NIL RETURN","NIL RETURN","-","NIL RETURN","NIL RETURN","-"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3799","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","RXL","496","544","91%","82","84","98%","15","15","100%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3800","BOLTON NHS FOUNDATION TRUST","RMC","254","255","100%","46","46","100%","42","42","100%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3801","BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST","RAE","327","327","100%","0","0","-","0","0","-"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3802","BURTON HOSPITALS NHS FOUNDATION TRUST","RJF","373","381","98%","1","1","100%","0","0","-"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3803","CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST","RWY","433","481","90%","89","89","100%","60","60","100%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3804","CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RGT","509","560","91%","75","88","85%","3","60","5%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3805","CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RW3","328","356","92%","3","3","100%","1","1","100%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3806","CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST","RQM","187","200","94%","7","7","100%","3","3","100%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3807","CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST","RFS","317","321","99%","60","60","100%","48","48","100%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3808","CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST","RLN","305","305","100%","64","64","100%","36","36","100%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3809","COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST","RDE","503","507","99%","163","163","100%","86","91","95%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3810","COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST","RJR","289","299","97%","9","10","90%","5","5","100%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3811","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST","RXP","533","660","81%","30","33","91%","8","13","62%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3812","DERBY HOSPITALS NHS FOUNDATION TRUST","RTG","347","402","86%","36","78","46%","2","24","8%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3813","DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST","RP5","705","782","90%","33","33","100%","8","8","100%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3814","DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST","RBD","122","223","55%","18","18","100%","8","17","47%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3815","EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST","RVV","769","775","99%","102","106","96%","60","65","92%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3816","FRIMLEY HEALTH NHS FOUNDATION TRUST","RDU","741","773","96%","80","82","98%","45","45","100%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3817","GATESHEAD HEALTH NHS FOUNDATION TRUST","RR7","271","300","90%","56","56","100%","28","28","100%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3818","GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST","RTE","648","720","90%","69","69","100%","29","29","100%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3819","GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST","RN3","421","440","96%","94","94","100%","61","61","100%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3820","GUY'S AND ST THOMAS' NHS FOUNDATION TRUST","RJ1","177","194","91%","34","54","63%","9","10","90%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3821","HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST","RN5","513","514","100%","72","80","90%","40","44","91%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3822","HARROGATE AND DISTRICT NHS FOUNDATION TRUST","RCD","141","156","90%","8","9","89%","4","4","100%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
"3823","HEART OF ENGLAND NHS FOUNDATION TRUST","RR1","1112","1283","87%","50","53","94%","11","11","100%"," June 2016 ","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/09/Dementia-Data-Collection-Q1-2016-17-CSV-36KB.csv",FALSE
