"","Org.name","Org.code","Number.of.cases.identified","Number.of.emergency.admissions","Percentage.of.cases.identified","Number.of.cases.with.diagnostic.assessment","Number.of.cases.with.positive.case.finding.question","Percentage.of.cases.with.diagnostic.assessment","month","url"
"1797","EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST","RVV","758","766","99%","83","90","92%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1798","FRIMLEY HEALTH NHS FOUNDATION TRUST","RDU","596","616","97%","66","67","99%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1799","GATESHEAD HEALTH NHS FOUNDATION TRUST","RR7","288","319","90%","69","69","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1800","GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST","RTE","617","713","87%","69","69","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1801","GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST","RN3","435","455","96%","90","91","99%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1802","GUY'S AND ST THOMAS' NHS FOUNDATION TRUST","RJ1","188","194","97%","60","64","94%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1803","HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST","RN5","468","473","99%","40","42","95%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1804","HARROGATE AND DISTRICT NHS FOUNDATION TRUST","RCD","161","168","96%","31","31","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1805","HEART OF ENGLAND NHS FOUNDATION TRUST","RR1","1241","1402","89%","176","193","91%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1806","HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","RQX","56","127","44%","56","56","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1807","JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RGP","219","242","90%","41","42","98%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1808","KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST","RNQ","30","114","26%","17","30","57%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1809","KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST","RJZ","356","464","77%","139","139","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1810","KINGSTON HOSPITAL NHS FOUNDATION TRUST","RAX","256","321","80%","41","55","75%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1811","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN","35","613","6%","21","21","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1812","LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST","RBQ","39","39","100%","3","4","75%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1813","LIVERPOOL WOMEN'S NHS FOUNDATION TRUST","REP","4","4","100%","0","0","-","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1814","LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","RC9","299","332","90%","27","29","93%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1815","MEDWAY NHS FOUNDATION TRUST","RPA","298","306","97%","34","34","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1816","MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST","RBT","164","182","90%","18","18","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1817","MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST","RD8","212","235","90%","56","56","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1818","MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST","RP6","NIL RETURN","NIL RETURN","-","NIL RETURN","NIL RETURN","-","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1819","NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RM1","602","614","98%","43","46","93%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1820","NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST","RVW","414","428","97%","86","86","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1821","NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST","RJL","526","581","91%","38","38","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1822","NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST","RTF","322","339","95%","30","30","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1823","OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RTH","390","685","57%","267","326","82%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1824","PAPWORTH HOSPITAL NHS FOUNDATION TRUST","RGM","16","16","100%","1","1","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1825","PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST","RGN","291","315","92%","263","264","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1826","POOLE HOSPITAL NHS FOUNDATION TRUST","RD3","689","695","99%","130","130","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1827","QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST","RPC","9","9","100%","0","0","-","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1828","ROYAL BERKSHIRE NHS FOUNDATION TRUST","RHW","441","484","91%","137","137","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1829","ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST","RT3","24","26","92%","3","3","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1830","ROYAL DEVON AND EXETER NHS FOUNDATION TRUST","RH8","510","545","94%","503","503","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1831","ROYAL FREE LONDON NHS FOUNDATION TRUST","RAL","525","625","84%","187","218","86%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1832","ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST","RA2","282","308","92%","36","40","90%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1833","ROYAL UNITED HOSPITAL BATH NHS FOUNDATION TRUST","RD1","511","543","94%","37","38","97%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1834","SALFORD ROYAL NHS FOUNDATION TRUST","RM3","327","327","100%","16","16","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1835","SALISBURY NHS FOUNDATION TRUST","RNZ","119","135","88%","14","14","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1836","SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST","RHQ","656","716","92%","249","249","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1837","SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST","RK5","429","476","90%","17","17","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1838","TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST","RA9","360","545","66%","62","86","72%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1839","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR","437","460","95%","48","53","91%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1840","SOUTH TYNESIDE NHS FOUNDATION TRUST","RE9","264","275","96%","25","26","96%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1841","SOUTH WARWICKSHIRE NHS FOUNDATION TRUST","RJC","203","215","94%","35","39","90%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1842","SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","RAJ","336","338","99%","40","40","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1843","STOCKPORT NHS FOUNDATION TRUST","RWJ","446","449","99%","31","31","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1844","TAMESIDE HOSPITAL NHS FOUNDATION TRUST","RMP","316","322","98%","7","7","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1845","TAUNTON AND SOMERSET NHS FOUNDATION TRUST","RBA","116","430","27%","32","32","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1846","THE CHRISTIE NHS FOUNDATION TRUST","RBV","24","25","96%","1","1","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1847","THE DUDLEY GROUP NHS FOUNDATION TRUST","RNA","561","572","98%","87","87","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1848","THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST","RAS","113","122","93%","16","18","89%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1849","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD","277","302","92%","6","6","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1850","THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST","RCX","212","223","95%","32","32","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1851","THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST","RL1","2","2","100%","1","1","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1852","THE ROTHERHAM NHS FOUNDATION TRUST","RFR","318","335","95%","26","27","96%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1853","THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST","RDZ","577","589","98%","66","88","75%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1854","THE ROYAL MARSDEN NHS FOUNDATION TRUST","RPY","6","6","100%","1","1","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1855","THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST","RRJ","5","6","83%","0","0","-","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1856","THE WALTON CENTRE NHS FOUNDATION TRUST","RET","9","9","100%","2","2","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1857","UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST","RM2","288","289","100%","45","46","98%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1858","UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST","RHM","568","580","98%","91","91","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1859","UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST","RRK","518","529","98%","38","40","95%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1860","UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST","RA7","373","394","95%","52","54","96%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1861","UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST","RTX","342","373","92%","36","37","97%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1862","WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST","RWW","437","471","93%","80","82","98%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1863","WEST SUFFOLK NHS FOUNDATION TRUST","RGR","330","330","100%","17","17","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1864","WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST","RYR","795","850","94%","101","104","97%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1865","WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST","RBL","676","715","95%","179","179","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1866","WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST","RRF","330","351","94%","43","43","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1867","YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST","RA4","315","346","91%","7","7","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1868","YORK TEACHING HOSPITAL NHS FOUNDATION TRUST","RCB","863","958","90%","109","109","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1869","","Total ","32,491","36,234","89.67%","6,211","6,526","95.17%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1870","","","","","","","","","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1871","Non-Foundation Trusts","","February 2016","","","","","","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1872","Org name","Org code","Number of cases identified","Number of emergency admissions","Percentage of cases identified","Number of cases with diagnostic assessment ","Number of cases with positive case finding question","Percentage of cases with diagnostic assessment","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1873","BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST","RF4","568","584","97%","73","77","95%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1874","BARTS HEALTH NHS TRUST","R1H","704","766","92%","132","138","96%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1875","BEDFORD HOSPITAL NHS TRUST","RC1","256","270","95%","4","4","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1876","BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST","RXH","126","135","93%","26","26","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
"1877","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST","RXQ","441","490","90%","42","42","100%","February 2016","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/11/Dementia-Data-Collection-Q4-2015-16-REVISED-CSV-30KB.csv"
