"","artist","col2","title","col4","year","medium","col7","Accession_num","unknown_code","acquisition_method","on_display_at","area","area_code","on_display_duplicate","postcode","keywords","col17","col18","col19","col20","col21","col22"
"9584","Potter, Mary, 1900–1981","NULL","Regent's Park, Autumn","NULL","1949","oil on canvas","NULL","AC 170","ACC_ACC_AC_170","purchased from the Leicester Galleries, 1950","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Architecture, Autumn, Cloud, Column, Corinthian Column, Dog, Dog Walker, Dogs, Dogwalker, Doorway, Fence, Garden, Grass, Grey, Mist, Park, Person, Pillar, Portico, Railing, Railings, Shutter, Sky, Stone, Tree, Trees, Window","NULL","NULL",NA,NA,NA,NA
"9585","Potter, Mary, 1900–1981","NULL","The Erica House, Kew","NULL","1951","oil on canvas","NULL","AC 215","ACC_ACC_AC_215","purchased from the Leicester Galleries, 1951","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Benches, Cactus, Erica, Flowerpot, Gardener, Gardening, Glass, Glass House, Glasshouse, Green House, Greenhouse, Heat, Heather, Hothouse, Lamp, Light, Mist, Person, Perspective, Plant, Plant Pots, Plantpots, Plants, Pot, Pot Plant, Shelf, Sun, Woman","NULL","NULL",NA,NA,NA,NA
"9586","Potter, Mary, 1900–1981","NULL","Sun on the Beach","NULL","1961","oil on canvas","NULL","AC 562","ACC_ACC_AC_562","purchased from the Leicester Galleries, 1961","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Beach, Boat, Bush, Garden, Plant, Sea, Wall","NULL","NULL",NA,NA,NA,NA
"9587","Potter, Mary, 1900–1981","NULL","Dark Painting","NULL","1977","oil on canvas","NULL","AC 1899","ACC_ACC_AC_1899","purchased from the New Art Centre, 1978","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Beige, Brown, Colour, Dark, Form, Shape, Shapes","NULL","NULL",NA,NA,NA,NA
"9588","Preece, Patricia, 1894–1966","NULL","Old Woman Knitting","NULL","1937","oil on canvas","NULL","AC 101","ACC_ACC_AC_101","purchased from the artist, 1942","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Apron, Bag, Chair, Cushion, Elderly, Glasses, Hat, Interior, Knitting, Knitting Bag, Knitting Needle, Knitting Needles, Mirror, Old, Old Lady, Old Woman, Overall, Painting, Picture, Pinafore, Reflection, Rocking Chair, Spectacles, Table, Window, Woman, Wool","NULL","NULL",NA,NA,NA,NA
"9589","Prendergast, Peter, 1946–2007","NULL","Road to Bethesda from Garden","NULL","1979","PVA on paper","NULL","AC 3060","ACC_ACC_AC_3060","purchased from the artist, 1980","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Building, Cloud, Field, Garden, Hill, House, Houses, Landscape, Mountain, Pylon, Road, Sky, Stormy, Telegraph Pole, Tree","NULL","NULL",NA,NA,NA,NA
"9590","Prentice, David, 1936–2014","NULL","Field Grid – Pleiades","NULL","1968","oil & polyurethane on canvas","0","AC 907","ACC_ACC_AC_907","purchased from the artist, 1969","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Black, Black Lines, Diagonal, Geometric, Geometry, Grid, Horizontal, Line, Monochrome, Pattern, Pleiades, Purple, Rectangle, Square, Squares, Triangle, Triangles, Vertical","NULL","NULL",NA,NA,NA,NA
"9591","Price, Joanna, b.1956","NULL","Blue Pietà","NULL","1992","oil on canvas","NULL","ACC234/1998","ACC_ACC_ACC234_1998","gift from Charles Saatchi, 1999","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Assistance, Blue, Body, Burial, Carry, Corpse, Death, Dog, Dogs, Injuries, Man, Men, People, Silhouette, Wolf, Yellow","NULL","NULL",NA,NA,NA,NA
"9592","Procktor, Patrick, 1936–2003","NULL","Three Figures in Landscape","NULL","1962","oil on canvas","NULL","AC 690","ACC_ACC_AC_690","purchased from The Redfern Gallery, 1963","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Calling, Colour, Figure, Figures, Green, Landscape, Man, Movement, Naked, Nude, People, Person, Red, Three","Artist in focus: Patrick Procktor","NULL",NA,NA,NA,NA
"9593","Rae, Fiona, b.1963","NULL","Untitled (pale green 1)","NULL","1990","oil on canvas","NULL","ACC40/1991","ACC_ACC_ACC40_1991","purchased from the Waddington Galleries, 1991","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Blue, Chaos, Colour, Colourful, Colours, Drip, Green, Line, Pink, Red, Shape, Shapes, Spot","NULL","NULL",NA,NA,NA,NA
"9594","Reason, Cyril, b.1931","NULL","Odalisque","NULL","1960","oil on board","NULL","AC 543","ACC_ACC_AC_543","purchased from the Beaux Arts Gallery, 1960","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Colour, Colour Patches, Heavy Brush Strokes, Man, Nude, Nude Woman, Odalisque, Person, Slave, Strong Colour, Tree, Woman","NULL","NULL",NA,NA,NA,NA
"9595","Redfern, David, b.1947","NULL","No.9","NULL","1973","oil on canvas","0","AC 1651","ACC_ACC_AC_1651","purchased from the artist, 1976","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Bus, Condensation, Green Seats, Interior, Light, Man, Passenger, Person, Pole, Public Transport, Rail, Reflection, Reflections, Roof, Seat, Seats, Solitary, Top Deck, Travel, Upper Deck, Window, Windows, Woman","NULL","NULL",NA,NA,NA,NA
"9596","Redfern, David, b.1947","NULL","Incident at Charing Cross","NULL","1978","oil on canvas","NULL","AC 1938","ACC_ACC_AC_1938","purchased from the artist, 1978","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Accident, Body, British Rail, Chocolate Machine, Corpse, Death, Empty, Kiosk, Man, Person, Pillar, Platform, Seat, Station, Train, Train Station, Vending Machine","NULL","NULL",NA,NA,NA,NA
"9597","Rego, Paula Figueiroa, b.1935","NULL","Girl by Swimming Pool","NULL","1981","acrylic on paper","0","AC 4068","ACC_ACC_AC_4068","purchased from the Air Gallery, 1981","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Ball, Black, Chicken, Child, Duck, Float, Girl, Inflatable, Mask, Orange, Pool, Poolside, Rubber Ring, Stripe, Swim Ring, Swimming Pool, Toy, Water","NULL","NULL",NA,NA,NA,NA
"9598","Rego, Paula Figueiroa, b.1935","NULL","Minotaur Slicing Goat","NULL","1981","acrylic on paper","NULL","AC 5021","ACC_ACC_AC_5021","purchased from the Edward Totah Gallery, 1982","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Animal, Blood, Bull, Death, Goat, Hand, Horn, Knife, Minotaur, Minotaur Beetle, Myth, Mythical, Sacrifice, Sword, Violence, Wound","NULL","NULL",NA,NA,NA,NA
"9599","Rego, Paula Figueiroa, b.1935","NULL","The Family","NULL","1982","acrylic on paper","NULL","AC 5166","ACC_ACC_AC_5166","purchased from the artist, 1982","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Arm, Colour, Colourful, Fruit, Leg, Pepper, Person, Shape, Strawberry, Vegetable, Vegetables","NULL","NULL",NA,NA,NA,NA
"9600","Rego, Paula Figueiroa, b.1935","NULL","Sleeping","NULL","1986","acrylic on canvas","0","AC 5465","ACC_ACC_AC_5465","purchased from the Edward Totah Gallery with the assistance of English Estates, 1987","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Apron, Berry, Bird, Children, Cloud, Dress, Girl, Heat, Pelican, People, Pillow, Rake, Sky, Sleep, Tree, Tree Trunk, Turtle, Woman","NULL","NULL",NA,NA,NA,NA
"9601","Reid, Nan, 1905–1981","NULL","Fish and Chip Shop in Chelsea","NULL","1952","tempera on board","NULL","AC 242","ACC_ACC_AC_242","purchased from the artist, 1952","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Basket, Chip, Chip Basket, Chips, Counter, Fish, Fish and Chips, Food, Fork, Forks, Pepper Pot, Potato Chip, Salt, Salt Cellar, Shop, Table, Wire Basket, Yellow","NULL","NULL",NA,NA,NA,NA
"9602","Renshaw, Tim, b.1964","NULL","Returning","NULL","1994","oil on canvas","NULL","ACC62/1997","ACC_ACC_ACC62_1997","purchased from the artist, 1998","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Black, Brown, Contrast, Geometric, Green, Grid, Half, Line, Lines, Maze, Orange, Pattern, Repetition, Symbol, Two Tone, Yellow","NULL","NULL",NA,NA,NA,NA
"9603","Reynolds, Alan, 1926–2014","NULL","The Village – Winter","NULL","1952","oil on board","0","AC 247","ACC_ACC_AC_247","purchased from The Redfern Gallery, 1952","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Chimney, Cloud, Cloudy, Grey, House, Peaceful, Roof, Smoke, Snow, Tree, Trees, Triangle, Village, Winter","NULL","NULL",NA,NA,NA,NA
"9604","Reynolds, Alan, 1926–2014","NULL","Legend – Red and Green","NULL","1967","oil on canvas","NULL","ACA 75","ACC_ACC_ACA_75","purchased from the artist, 1967","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Black, Circle, Curve, Curves, Green, Legend, Line, Lines, Red, Shadow, Shape, Shapes, Yellow","NULL","NULL",NA,NA,NA,NA
"9605","Reynolds, Alan, 1926–2014","NULL","Vertical Structure III","NULL","1977","emulsion on card on wood","NULL","AC 1879","ACC_ACC_AC_1879","purchased from Annely Juda Fine Art, 1978","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Bar, Black, Black and White, Blocks, Contrast, Door, Line, Lines, Monochrome, Panel, Piano, Piano Keybo, Rectangle, Relief, Stripe, Stripes, Symmetry, Vertical, White","NULL","NULL",NA,NA,NA,NA
"9606","Reynolds, Daphne, 1918–2002","NULL","Spectral Cross","NULL","1961","oil on canvas","NULL","AC 584","ACC_ACC_AC_584","purchased from the Drian Gallery, 1961","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Arches, Beam, Black, Brown, Church, Cross, Interior, Light, Shadow","NULL","NULL",NA,NA,NA,NA
"9607","Rhodes, Carol, b.1959","NULL","Industrial Landscape","NULL","1997","oil on board","NULL","ACC56/1997","ACC_ACC_ACC56_1997","purchased from the Andrew Mummery Gallery, 1997","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Aerial View, Building, Buildings, Factory, Field, Industrial, Industry, Landscape, Map, Open Space, Plan, Rail, Railway, Road, Roads","NULL","NULL",NA,NA,NA,NA
"9608","Rhys-James, Shani, b.1953","NULL","Stare","NULL","1997","oil on gesso on board","NULL","ACC50/1997","ACC_ACC_ACC50_1997","purchased from the artist, 1997","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Cap, Ear, Eye, Eyes, Face, Hat, Mouth, Neck, Nose, Person, Portrait, Stare, Woman","NULL","NULL",NA,NA,NA,NA
"9609","Richards, Ceri Giraldus, 1903–1971","NULL","Rocks","NULL","1942","oil on canvas","NULL","AC 78","ACC_ACC_AC_78","purchased from the artist, 1942","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Brown, Carving, Cliff, Crack, Grey, Nude, Rock, Rocks, Sea, Sky, Woman","NULL","NULL",NA,NA,NA,NA
"9610","Richards, Ceri Giraldus, 1903–1971","NULL","Blue Interior with Dice","NULL","1950","oil on canvas","0","AC 164","ACC_ACC_AC_164","purchased from The Redfern Gallery, 1950","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Blue, Bowl, Chair, Clock, Colour, Desk, Dice, Dish, Figure, Frame, Fruit, Interior, Lemon, Matisse, Mirror, Music, Orange, Pattern, Person, Piano, Picture, Picture Frame, Sheet Music, Sideboard, Table, Vase, Wallpaper, Woman","NULL","NULL",NA,NA,NA,NA
"9611","Richards, Ceri Giraldus, 1903–1971","NULL","Homage to Beethoven II","NULL","1953","oil on canvas","NULL","AC 366","ACC_ACC_AC_366","purchased from The Redfern Gallery, 1955","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Blue, Book, Composer, Flower, Flowers, French Horn, Girl, Homage, Keyboard, Man, Music, Person, Piano, Piano Keys, Picture, Red, Shawl, Sheet Music, Trumpet, Woman","NULL","NULL",NA,NA,NA,NA
"9612","Richards, Ceri Giraldus, 1903–1971","NULL","Poissons d'or","NULL","1963","oil on canvas","NULL","AC 692","ACC_ACC_AC_692","purchased from the New London Gallery, 1963","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Black, Blue, Fish, Foot Prints, Footprint, Footprints, Goldfish, Paving, Pond, Pool, Ribbon, Ripple, Stones, Swirl, Tile, Tiles, Water","NULL","NULL",NA,NA,NA,NA
"9613","Richards, Ceri Giraldus, 1903–1971","NULL","Study for Tabernacle of the Blessed Sacrament Chapel, Liverpool Metropolitan Cathedral of Christ the King","NULL","1966","acrylic & chalk on board","NULL","AC 901","ACC_ACC_AC_901","purchased from Marlborough Fine Art, 1967","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Design, Geometric Shapes, Pattern, Shape, Triptych, Yellow","NULL","NULL",NA,NA,NA,NA
"9614","Richards, Ceri Giraldus, 1903–1971","NULL","Two Musicians","NULL","c.1954","oil on canvas","0","ACC4/1983","ACC_ACC_ACC4_1983","acquired through the Sir William Emrys and Lady Williams Bequest, 1983","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Chair, Chairs, Dress, Hair, Keyboard, Music, Musician, Musicians, Orange, Pianist, Piano, Sheet Music, Vase, Violin, Violin Bow, Violinist, White, Woman, Women, Yellow","NULL","NULL",NA,NA,NA,NA
"9615","Richards, Paul, b.1949","NULL","The Kiss (No.1)","NULL","1982","acrylic on canvas","NULL","AC 5100","ACC_ACC_AC_5100","purchased from the Lewis Johnstone Gallery, 1982","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Blue, Flower, Flowers, Iris, Kiss, Leaves, Purple, White","NULL","NULL",NA,NA,NA,NA
"9616","Richards, Paul, b.1949","NULL","Masterwork: Scene Page 43","NULL","1979–1980","acrylic on paper","NULL","AC 5004","ACC_ACC_AC_5004","purchased from the Lewis Johnstone Gallery, 1981","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Black, Black Background, Camera, Dark Background, Diagram, Drawings, Easel, Egg Timer, Fallen Object, Geometric, Glass, Handwriting, Line, Mirror, Paper, Shape, Sketch, Stage Direction, Stand, Structure, Text, Torn, White, Word, Writing","NULL","NULL",NA,NA,NA,NA
"9617","Richardson-Jones, Keith, 1925–2005","NULL","Series 288 24/18 (i) 6/8/10/9/7/5","NULL","1975","acrylic on canvas","NULL","AC 1821a","ACC_ACC_AC_1821A","purchased from the artist, 1977","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Black, Blocks, Chequer, Geometric, Optical Illusion, Pattern, Rectangle, Rectangles, Square, Squares, White","NULL","NULL",NA,NA,NA,NA
"9618","Richardson-Jones, Keith, 1925–2005","NULL","Series 288 24/18 (ii) 6/8/10/9/7/5","NULL","1975","acrylic on canvas","NULL","AC 1821b","ACC_ACC_AC_1821B","purchased from the artist, 1977","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Black, Block, Monochrome, Optical Illusion, Pattern, Rectangle, Rectangles, Repetition, Space, Square, White, Geometric","NULL","NULL",NA,NA,NA,NA
"9619","Richardson-Jones, Keith, 1925–2005","NULL","Series 288: Log/Thirds","NULL","1980","routed, painted plywood","NULL","AC 5217","ACC_ACC_AC_5217","purchased from the artist, 1983","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Geometric, Grey, Grid, Intersection, Line, Linear, Lines, Logarithmic, Mathematics, Monochrome, Pattern, Rectangle, Rectangles, Space, Square, Third","NULL","NULL",NA,NA,NA,NA
"9620","Rielly, James Malcolm, b.1956","NULL","Object of Fun","NULL","1995","oil on canvas","NULL","ACC235/1998","ACC_ACC_ACC235_1998","gift from Charles Saatchi, 1999","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Cardigan, Caricature, Child, Cross Dresser, Cross-dress, Dress, Girl, Humour, Jumper, Man, Person, Shoe, Shoes, Skirt, Smile, Sock, Socks","NULL","NULL",NA,NA,NA,NA
"9621","Rielly, James Malcolm, b.1956","NULL","Daddy, I Love You","NULL","1996","oil on canvas","NULL","ACC6/1996","ACC_ACC_ACC6_1996","purchased from the Laurent Delaye Gallery, 1996","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Blonde, Blonde Hair, Blue Eyes, Bow, Child, Daughter, Ear, Eye, Face, Father, Girl, Hair, Irony, Mouth, Nose, Pale Face, Red Bow, Ribbon, Teeth, Tooth, Young Girl","NULL","NULL",NA,NA,NA,NA
"9622","Rigden, Geoff, 1943–2016","NULL","Paphos","NULL","1978–1979","watercolour on board & acrylic & oil on canvas","NULL","AC 2007","ACC_ACC_AC_2007","purchased from Tolly Cobbold Eastern Arts 2nd National Exhibition, 1979","Arts Council Collection","Arts Council Collection","ACC","Arts Council Collection, Southbank Centre","SE1 8XX","Abstract, Brown, Colour, Dark, Paphos, Point, Red, Shape, Triangle, White","Artist in focus: Geoff Rigden","NULL",NA,NA,NA,NA
