"","code","fullurl","ratings","F.F.score","patients","surgeryname","address","accepting","url","male","female"
"8335",42232,NA,NA,"YES","15568","Sidley Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42232","        
            Additional information
            Saturday Morning appointments are available at Albert Road Surgery only. This is a limited surgery for pre-booked appointments only.

Please note the out of hours service remains as usual for Saturdays
        ",NA
"8336",36022,NA,NA,"YES","6383","Grasmre branch surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36022","        
            Additional information
            We endeavour to offer Grasmere GP surgeries on a Wednesday & Friday afternoon please ring the main site at Ambleside on 015394 32693 to book and check on Grasmere surgery dates. Please note Grasmere surgery has no onsite parking.
        ",NA
"8337",38193,NA,NA,"YES","12756","Brierton Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38193","
                    GPs at this practice
                    3"," and 3 female GPs
                    
                        Additional languages spoken
                        Polish
                    
                "
"8338",38699,NA,NA,"YES","15952","Little Common Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38699","
                    GPs at this practice
                    5"," and 1 female GPs
                    
                "
"8339",37689,NA,NA,"YES","6830","Harbour Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37689","
                    GPs at this practice
                    2"," and 1 female GPs
                    
                "
"8340",41519,NA,NA,"YES","7940","Seaton & Colyton Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41519","
                    GPs at this practice
                    4"," and 1 female GPs
                    
                "
"8341",45038,NA,NA,"NO","8527","Enys Road Surgery ",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=45038","
                    GPs at this practice
                    1"," and 4 female GPs
                    
                        Additional languages spoken
                        Afrikaans
                    
                "
"8342",39714,NA,NA,"NO","6080","Townsend House Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39714","
                    GPs at this practice
                    3"," and 2 female GPs
                    
                "
"8343",38348,NA,NA,"YES","14355","Sovereign Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38348","
                    GPs at this practice
                    5"," and 5 female GPs
                    
                "
"8344",36809,NA,NA,"YES","19025","Mckenzie Group Practice ",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36809","
                    GPs at this practice
                    3"," and 3 female GPs
                    
                        Additional languages spoken
                        Hindi, Urdu
                    
                "
"8345",38808,NA,NA,"NO","11882","Arlington Road Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38808","
                    GPs at this practice
                    7"," and 4 female GPs
                    
                "
"8346",38452,NA,NA,"NO","3610","Eastbourne Station Health Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38452","
                    GPs at this practice
                    3"," and 0 female GPs
                    
                "
"8347",41189,NA,NA,"NO","6063","Churchwood Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41189","
                    GPs at this practice
                    2"," and 1 female GPs
                    
                "
"8348",44386,NA,NA,"NO","10091","Westgate Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44386","
                    GPs at this practice
                    3"," and 2 female GPs
                    
                        Additional languages spoken
                        French
                    
                "
"8349",121447,NA,NA,"94%","6979","Little Ridge Avenue Surgery",NA,"We are currently not accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=121447","
                    GPs at this practice
                    1"," and 0 female GP
                    
                "
"8350",44517,NA,NA,"NO","12340","Royal Manor Health Care",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44517","
                    GPs at this practice
                    3"," and 2 female GPs
                    
                        Additional languages spoken
                        French
                    
                "
"8351",42257,NA,NA,"NO","6959","Grove Road Surgery",NA,"We are currently not accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42257","
                    GPs at this practice
                    2"," and 2 female GPs
                    
                "
"8352",42497,NA,NA,"NO","11419","Seaside Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42497","
                    GPs at this practice
                    3"," and 3 female GPs
                    
                "
"8353",35896,NA,NA,"YES","15504","Skerne Medical Group - Fishburn",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35896","
                    GPs at this practice
                    4"," and 4 female GPs
                    
                "
"8354",43866,NA,NA,"YES","3117","South Saxon House Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=43866","
                    GPs at this practice
                    0"," and 1 female GP
                    
                        Additional languages spoken
                        Arabic
                    
                "
"8355",44427,NA,NA,"YES","7474","Collington Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44427","
                    GPs at this practice
                    3"," and 2 female GPs
                    
                        Additional languages spoken
                        Punjabi
                    
                "
"8356",38946,NA,NA,"NO","9753","High Glades Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38946","
                    GPs at this practice
                    2"," and 1 female GPs
                    
                "
"8357",39238,NA,NA,"NO","5318","Bolton Road Surgery",NA,"We are currently not accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39238","
                    GPs at this practice
                    2"," and 2 female GPs
                    
                "
"8358",44414,NA,NA,"YES","16017","The Lighthouse Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44414","        
            Additional information
            We run EXTENDED Hours Clincs on a Monday 6.30pm-8.15pm and on Saturdays once a month 8am-9.30pm.
We alternate clinics between our sites and offer GP and Nurse face to face appointments.
        ",NA
"8359",38091,NA,NA,"YES","15952","Old Town Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38091","
                    GPs at this practice
                    3"," and 2 female GPs
                    
                "
